Family;ScientificName;Author;Collector;centroid_Longitude;centroid_Latitude;Elevation;Date;Location;Description;Herbarium;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck;popup;spaced_Longitude;spaced_Latitude;Source;Page;rid
Olaceae;Gonogaryum sp.;NA;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;On river bank;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Gonogaryum sp.</i></li>
	<li>Family   : Olaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,269196587118;12,1361693257797;W. G. Craib;2.405;1799
Ampelidaceae;Cissus discolor;Bl. Bijdr.;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Cissus discolor</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : Bl. Bijdr.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,270231967969;12,1361693257797;W. G. Craib;2.405;1800
Ampelidaceae;Ampelocissus arachnoidea;(Hassk.) Planchon;Johannes Schmidt;102,246599589514;12,1592444864586;NA;NA;Koh Chang Noi;On sandy sea shore;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Ampelocissus arachnoidea</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : (Hassk.) Planchon</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,246811425604;12,1599794397097;W. G. Craib;2.406;1801
Ampelidaceae;Ampelocissus polythyrsa;(Miq.) Gagnep.;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Ampelocissus polythyrsa</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : (Miq.) Gagnep.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,355407245374;12,1068703437959;W. G. Craib;2.406;1802
Ampelidaceae;Leea sambucina;Willd.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;On the edge of the jungle. On river bank;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Leea sambucina</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : Willd.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351668433028;12,1133019174499;W. G. Craib;2.406;1803
Ampelidaceae;Leea sambucina;Willd.;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;On the edge of the jungle. On river bank;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Leea sambucina</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : Willd.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,271267348821;12,1361693257797;W. G. Craib;2.406;1804
Ampelidaceae;Tetrastrigma sp.;NA;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;Liana in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Tetrastrigma sp.</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,351997833360;12,1133019174499;W. G. Craib;2.406;1805
Ampelidaceae;Tetrastrigma sp.;NA;Johannes Schmidt;102,526215871613;11,8415456880289;NA;NA;Koh Kahdat;Liana in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Tetrastrigma sp.</i></li>
	<li>Family   : Ampelidaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,530223181381;11,8462740157576;W. G. Craib;2.406;1806
Anacardiaceae;Mangifera siamensis;Warbg.;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;Perhabs cultivated;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Mangifera siamensis</i></li>
	<li>Family   : Anacardiaceae</li>
	<li>Author   : Warbg.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,325868098386;12,1166558457872;W. G. Craib;2.406;1807
Anacardiaceae;Mangifera siamensis;Warbg.;Johannes Schmidt;NA;NA;NA;NA;Klung;Perhabs cultivated;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Mangifera siamensis</i></li>
	<li>Family   : Anacardiaceae</li>
	<li>Author   : Warbg.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.406;1808
Anacardiaceae;Buchanania florida;Schauer;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Buchanania florida</i></li>
	<li>Family   : Anacardiaceae</li>
	<li>Author   : Schauer</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,352327233693;12,1133019174499;W. G. Craib;2.406;1809
Anacardiaceae;Odina wodier;Roxb.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains. On rocks;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Odina wodier</i></li>
	<li>Family   : Anacardiaceae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,352656634026;12,1133019174499;W. G. Craib;2.407;1810
Anacardiaceae;Odina wodier;Roxb.;Johannes Schmidt;NA;NA;NA;NA;North End;In plains. On rocks;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Odina wodier</i></li>
	<li>Family   : Anacardiaceae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.407;1811
Myrtaceae;Melaleuca leucadendron;L.;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;Near the sea;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Melaleuca leucadendron</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,267643515840;12,1370659918998;W. G. Craib;2.407;1812
Myrtaceae;Psidium guayava;L.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;Cultivated;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Psidium guayava</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,352986034358;12,1133019174499;W. G. Craib;2.407;1813
Myrtaceae;Eugenia cymosa;Lam.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia cymosa</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Lam.</li>
	<li>Elevation: 0-2000 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347221528536;12,1135871865061;W. G. Craib;2.407;1814
Myrtaceae;Eugenia cymosa;Lam.;Johannes Schmidt;102,326644289189;12,0944258132605;NA;NA;Nipple;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia cymosa</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Lam.</li>
	<li>Elevation: 0-2000 ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,325378586390;12,0979850291108;W. G. Craib;2.407;1815
Myrtaceae;Eugenia grandis;Wight;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia grandis</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Wight</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,355898811325;12,1068703437959;W. G. Craib;2.407;1816
Myrtaceae;Eugenia grata;Wight;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In the littoral zone. On the inner edge of the mangrove;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia grata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Wight</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347550928869;12,1135871865061;W. G. Craib;2.407;1817
Myrtaceae;Eugenia grata;Wight;Johannes Schmidt;102,371235554849;12,0127979088303;NA;NA;Klong Sarlakpet;In the littoral zone. On the inner edge of the mangrove;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia grata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Wight</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,365946514436;12,0236962211624;W. G. Craib;2.407;1818
Myrtaceae;Eugenia javanica;Lam.;Johannes Schmidt;NA;NA;NA;NA;Klung;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia javanica</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Lam.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.407;1819
Myrtaceae;Eugenia lineata;(Bl.) Duthie;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle. On river bank in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia lineata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : (Bl.) Duthie</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,356390377276;12,1068703437959;W. G. Craib;2.407;1820
Myrtaceae;Eugenia lineata;(Bl.) Duthie;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;In the jungle. On river bank in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia lineata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : (Bl.) Duthie</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,268678896692;12,1370659918998;W. G. Craib;2.407;1821
Myrtaceae;Eugenia oblata;Roxb.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;On river bank. In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia oblata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,347880329201;12,1135871865061;W. G. Craib;2.407;1822
Myrtaceae;Eugenia operculata;Roxb.;Johannes Schmidt;NA;NA;NA;NA;Klong Munse;On river bank in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia operculata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.408;1823
Myrtaceae;Eugenia polyantha;Wight;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;On river bank in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia polyantha</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Wight</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,269714277543;12,1370659918998;W. G. Craib;2.408;1824
Myrtaceae;Eugenia siamensis;Craib;Johannes Schmidt;102,351555512674;12,1035953087550;NA;NA;Klong Munsé;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia siamensis</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Craib</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,356881943227;12,1068703437959;W. G. Craib;2.408;1825
Myrtaceae;Eugenia siamensis;Craib;Johannes Schmidt;102,366226254516;12,0582156091166;NA;NA;Klong Majum;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia siamensis</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Craib</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,371256780235;12,0653301287930;W. G. Craib;2.408;1826
Myrtaceae;Eugenia sp.;NA;Johannes Schmidt;102,246599589514;12,1592444864586;NA;NA;Koh Chang Noi;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Eugenia sp.</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,248609776388;12,1599794397097;W. G. Craib;2.408;1827
Myrtaceae;Barringtonia serrata;Miq.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Barringtonia serrata</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : Miq.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,348209729534;12,1135871865061;W. G. Craib;2.408;1828
Myrtaceae;Barringtonia sp.;NA;Johannes Schmidt;NA;NA;NA;NA;South West of Sarlak;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Barringtonia sp.</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.408;1829
Myrtaceae;Barringtonia schmidtii;NA;Johannes Schmidt;102,338505447996;12,0459896528301;NA;NA;Koh Chang;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Barringtonia schmidtii</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,255980252770;12,1339486028498;W. G. Craib;2.408;1830
Myrtaceae;Barringtonia schmidtii;NA;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Barringtonia schmidtii</i></li>
	<li>Family   : Myrtaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,348539129867;12,1135871865061;W. G. Craib;2.408;1831
Cordiaceae;Carida subcordata;Lam.;Johannes Schmidt;102,526215871613;11,8415456880289;NA;NA;Koh Kahdat;On sandy sea shore;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Carida subcordata</i></li>
	<li>Family   : Cordiaceae</li>
	<li>Author   : Lam.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,525708290824;11,8478380197244;W. G. Craib;2.408;1832
Ebenaceae;Maba buxifolia;Pers.;Johannes Schmidt;NA;NA;NA;NA;Koh Majum;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Maba buxifolia</i></li>
	<li>Family   : Ebenaceae</li>
	<li>Author   : Pers.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.409;1833
Ebenaceae;Diospyros schmidtii;Craib;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Diospyros schmidtii</i></li>
	<li>Family   : Ebenaceae</li>
	<li>Author   : Craib</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,348868530200;12,1135871865061;W. G. Craib;2.409;1834
Ebenaceae;Diospyros schmidtii;Craib;Johannes Schmidt;102,366226254516;12,0582156091166;NA;NA;Klong Majum;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Diospyros schmidtii</i></li>
	<li>Family   : Ebenaceae</li>
	<li>Author   : Craib</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,372572865963;12,0653301287930;W. G. Craib;2.409;1835
Ebenaceae;Diospyros sp.;NA;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;On river bank in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Diospyros sp.</i></li>
	<li>Family   : Ebenaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,349197930532;12,1135871865061;W. G. Craib;2.409;1836
Sapotaceae;Sideroxylon ferrugineum;Hook. et Arn.;Johannes Schmidt;102,366226254516;12,0582156091166;NA;NA;Klong Majum;In the jungle. In littoral jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Sideroxylon ferrugineum</i></li>
	<li>Family   : Sapotaceae</li>
	<li>Author   : Hook. et Arn.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,373888951691;12,0653301287930;W. G. Craib;2.409;1837
Sapotaceae;Sideroxylon ferrugineum;Hook. et Arn.;Johannes Schmidt;102,301333982112;12,0538104340715;NA;NA;Klong Prao;In the jungle. In littoral jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Sideroxylon ferrugineum</i></li>
	<li>Family   : Sapotaceae</li>
	<li>Author   : Hook. et Arn.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,307753187321;12,0614046247773;W. G. Craib;2.409;1838
Sapotaceae;Sideroxylon ferrugineum;Hook. et Arn.;Johannes Schmidt;102,526215871613;11,8415456880289;NA;NA;Koh Kahdat;In the jungle. In littoral jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Sideroxylon ferrugineum</i></li>
	<li>Family   : Sapotaceae</li>
	<li>Author   : Hook. et Arn.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,527514247047;11,8478380197244;W. G. Craib;2.409;1839
Sapotaceae;Sideroxylon ferrugineum;Hook. et Arn.;Johannes Schmidt;NA;NA;NA;NA;Islet off Koh Kahdat;In the jungle. In littoral jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Sideroxylon ferrugineum</i></li>
	<li>Family   : Sapotaceae</li>
	<li>Author   : Hook. et Arn.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.409;1840
Gesneraceae;Boea sp.;NA;Johannes Schmidt;102,366226254516;12,0582156091166;NA;NA;Klong Majum;On rocks in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Boea sp.</i></li>
	<li>Family   : Gesneraceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,375205037420;12,0653301287930;W. G. Craib;2.409;1841
Pandanaceae;Pandanus similis;Craib;Johannes Schmidt;NA;NA;NA;NA;NA;On the ground in the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Pandanus similis</i></li>
	<li>Family   : Pandanaceae</li>
	<li>Author   : Craib</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.409;1842
Dilleniaceae;Dillenia aurea;Sm. Hook.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Dillenia aurea</i></li>
	<li>Family   : Dilleniaceae</li>
	<li>Author   : Sm. Hook.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,349527330865;12,1135871865061;O. Warburg;2.410;1843
Dilleniaceae;Dillenia aurea;Sm. Hook.;Johannes Schmidt;102,276804290008;12,1302056874982;NA;NA;Klong Son;In the jungle;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Dillenia aurea</i></li>
	<li>Family   : Dilleniaceae</li>
	<li>Author   : Sm. Hook.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,270749658395;12,1370659918998;O. Warburg;2.410;1844
Dilleniaceae;Tretracera sarmentosa;(L.) Willd.;Johannes Schmidt;NA;NA;NA;NA;South West of Sarlak;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Tretracera sarmentosa</i></li>
	<li>Family   : Dilleniaceae</li>
	<li>Author   : (L.) Willd.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;W. G. Craib;2.410;1845
Bixaceae;Bixa orellana;L.;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;Cultivated;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Bixa orellana</i></li>
	<li>Family   : Bixaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,349856731198;12,1135871865061;O. Warburg;2.410;1846
Bixaceae;Scolopia chinensis;Clos;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Scolopia chinensis</i></li>
	<li>Family   : Bixaceae</li>
	<li>Author   : Clos</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350186131530;12,1135871865061;W. G. Craib;2.410;1847
Hyperiaceae;Cratoxylon polyanthum;Korth.;Johannes Schmidt;102,371235554849;12,0127979088303;NA;NA;Klong Sarlakpet;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Cratoxylon polyanthum</i></li>
	<li>Family   : Hyperiaceae</li>
	<li>Author   : Korth.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,361033153815;12,0249119626240;O. Warburg;2.410;1848
Hyperiaceae;Cratoxylon formosum;Benth. et Hook.;Johannes Schmidt;102,246599589514;12,1592444864586;NA;NA;Koh Chang Noi;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Cratoxylon formosum</i></li>
	<li>Family   : Hyperiaceae</li>
	<li>Author   : Benth. et Hook.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,245912250211;12,1615368571740;C. B. Clarke;2.410;1849
Tiliaceae;Grewia microcos;L.;Johannes Schmidt;NA;NA;NA;NA;South West of Sarlak;NA;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Grewia microcos</i></li>
	<li>Family   : Tiliaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";NA;NA;S. R. Drummond;2.411;1850
Tiliaceae;Triumfetta rhomboidea;Jacquin;Johannes Schmidt;102,350962435163;12,1121463016096;NA;NA;Lem Dan;In plains;Copenhagen;NA;NA;NA;NA;NA;NA;NA;NA;"<ul>
	<li>Species  : <i>Triumfetta rhomboidea</i></li>
	<li>Family   : Tiliaceae</li>
	<li>Author   : Jacquin</li>
	<li>Elevation: 0/? ft.</li>
	<li>Date     : 1899-1900</li>
	<li>Source   : Johannes Schmidt</li>
</ul>";102,350515531863;12,1135871865061;C. B. Clarke;2.411;1851
